"Protein.name","Genes","UniProtKB.AC","Search","Path"
"G protein-activated inward rectifier potassium channel 1 (GIRK-1) (Inward rectifier K(+) channel Kir3.1) (Potassium channel, inwardly rectifying subfamily J member 3)","KCNJ3 GIRK1","P48549","g protein-activated inward rectifier potassium channel 1 (girk-1) (inward rectifier k(+) channel kir3.1) (potassium channel, inwardly rectifying subfamily j member 3) kcnj3 girk1 p48549","data/Array_objects_single_proteins/Array_object_P48549.rds"
"Interferon alpha/beta receptor 2 (IFN-R-2) (IFN-alpha binding protein) (IFN-alpha/beta receptor 2) (Interferon alpha binding protein) (Type I interferon receptor 2)","IFNAR2 IFNABR IFNARB","P48551","interferon alpha/beta receptor 2 (ifn-r-2) (ifn-alpha binding protein) (ifn-alpha/beta receptor 2) (interferon alpha binding protein) (type i interferon receptor 2) ifnar2 ifnabr ifnarb p48551","data/Array_objects_single_proteins/Array_object_P48551.rds"
"Phosphatidylserine synthase 1 (PSS-1) (PtdSer synthase 1) (EC 2.7.8.29) (Serine-exchange enzyme I)","PTDSS1 KIAA0024 PSSA","P48651","phosphatidylserine synthase 1 (pss-1) (ptdser synthase 1) (ec 2.7.8.29) (serine-exchange enzyme i) ptdss1 kiaa0024 pssa p48651","data/Array_objects_single_proteins/Array_object_P48651.rds"
"Excitatory amino acid transporter 4 (Sodium-dependent glutamate/aspartate transporter) (Solute carrier family 1 member 6)","SLC1A6 EAAT4","P48664","excitatory amino acid transporter 4 (sodium-dependent glutamate/aspartate transporter) (solute carrier family 1 member 6) slc1a6 eaat4 p48664","data/Array_objects_single_proteins/Array_object_P48664.rds"
"Anion exchange protein 3 (AE 3) (Anion exchanger 3) (CAE3/BAE3) (Cardiac/brain band 3-like protein) (Neuronal band 3-like protein) (Solute carrier family 4 member 3)","SLC4A3 AE3","P48751","anion exchange protein 3 (ae 3) (anion exchanger 3) (cae3/bae3) (cardiac/brain band 3-like protein) (neuronal band 3-like protein) (solute carrier family 4 member 3) slc4a3 ae3 p48751","data/Array_objects_single_proteins/Array_object_P48751.rds"
"Sodium/hydrogen exchanger 3 (Na(+)/H(+) exchanger 3) (NHE-3) (Solute carrier family 9 member 3)","SLC9A3 NHE3","P48764","sodium/hydrogen exchanger 3 (na(+)/h(+) exchanger 3) (nhe-3) (solute carrier family 9 member 3) slc9a3 nhe3 p48764","data/Array_objects_single_proteins/Array_object_P48764.rds"
"Adhesion G protein-coupled receptor E5 (Leukocyte antigen CD97) (CD antigen CD97) [Cleaved into: Adhesion G protein-coupled receptor E5 subunit alpha; Adhesion G protein-coupled receptor E5 subunit beta]","ADGRE5 CD97","P48960","adhesion g protein-coupled receptor e5 (leukocyte antigen cd97) (cd antigen cd97) [cleaved into: adhesion g protein-coupled receptor e5 subunit alpha; adhesion g protein-coupled receptor e5 subunit beta] adgre5 cd97 p48960","data/Array_objects_single_proteins/Array_object_P48960.rds"
"Short transient receptor potential channel 1 (TrpC1) (Transient receptor protein 1) (TRP-1)","TRPC1 TRP1","P48995","short transient receptor potential channel 1 (trpc1) (transient receptor protein 1) (trp-1) trpc1 trp1 p48995","data/Array_objects_single_proteins/Array_object_P48995.rds"
"Hydroxycarboxylic acid receptor 3 (G-protein coupled receptor 109B) (G-protein coupled receptor HM74) (G-protein coupled receptor HM74B) (Niacin receptor 2) (Nicotinic acid receptor 2)","HCAR3 GPR109B HCA3 HM74B NIACR2","P49019","hydroxycarboxylic acid receptor 3 (g-protein coupled receptor 109b) (g-protein coupled receptor hm74) (g-protein coupled receptor hm74b) (niacin receptor 2) (nicotinic acid receptor 2) hcar3 gpr109b hca3 hm74b niacr2 p49019","data/Array_objects_single_proteins/Array_object_P49019.rds"
"Calcium signal-modulating cyclophilin ligand (CAML)","CAMLG CAML","P49069","calcium signal-modulating cyclophilin ligand (caml) camlg caml p49069","data/Array_objects_single_proteins/Array_object_P49069.rds"
"Neuropeptide Y receptor type 2 (NPY2-R) (NPY-Y2 receptor) (Y2 receptor)","NPY2R","P49146","neuropeptide y receptor type 2 (npy2-r) (npy-y2 receptor) (y2 receptor) npy2r p49146","data/Array_objects_single_proteins/Array_object_P49146.rds"
"Parathyroid hormone 2 receptor (PTH2 receptor)","PTH2R PTHR2","P49190","parathyroid hormone 2 receptor (pth2 receptor) pth2r pthr2 p49190","data/Array_objects_single_proteins/Array_object_P49190.rds"
"CX3C chemokine receptor 1 (C-X3-C CKR-1) (CX3CR1) (Beta chemokine receptor-like 1) (CMK-BRL-1) (CMK-BRL1) (Fractalkine receptor) (G-protein coupled receptor 13) (V28)","CX3CR1 CMKBRL1 GPR13","P49238","cx3c chemokine receptor 1 (c-x3-c ckr-1) (cx3cr1) (beta chemokine receptor-like 1) (cmk-brl-1) (cmk-brl1) (fractalkine receptor) (g-protein coupled receptor 13) (v28) cx3cr1 cmkbrl1 gpr13 p49238","data/Array_objects_single_proteins/Array_object_P49238.rds"
"Natural resistance-associated macrophage protein 1 (NRAMP 1) (Solute carrier family 11 member 1)","SLC11A1 LSH NRAMP NRAMP1","P49279","natural resistance-associated macrophage protein 1 (nramp 1) (solute carrier family 11 member 1) slc11a1 lsh nramp nramp1 p49279","data/Array_objects_single_proteins/Array_object_P49279.rds"
"Natural resistance-associated macrophage protein 2 (NRAMP 2) (Divalent cation transporter 1) (Divalent metal transporter 1) (DMT-1) (Solute carrier family 11 member 2)","SLC11A2 DCT1 DMT1 NRAMP2 OK/SW-cl.20","P49281","natural resistance-associated macrophage protein 2 (nramp 2) (divalent cation transporter 1) (divalent metal transporter 1) (dmt-1) (solute carrier family 11 member 2) slc11a2 dct1 dmt1 nramp2 ok/sw-cl.20 p49281","data/Array_objects_single_proteins/Array_object_P49281.rds"
"Melatonin receptor type 1B (Mel-1B-R) (Mel1b receptor)","MTNR1B","P49286","melatonin receptor type 1b (mel-1b-r) (mel1b receptor) mtnr1b p49286","data/Array_objects_single_proteins/Array_object_P49286.rds"
"Amphiphysin","AMPH AMPH1","P49418","amphiphysin amph amph1 p49418","data/Array_objects_single_proteins/Array_object_P49418.rds"
"Cytochrome b561 (Cytochrome b-561)","CYB561","P49447","cytochrome b561 (cytochrome b-561) cyb561 p49447","data/Array_objects_single_proteins/Array_object_P49447.rds"
"C-X-C chemokine receptor type 3 (CXC-R3) (CXCR-3) (CKR-L2) (G protein-coupled receptor 9) (Interferon-inducible protein 10 receptor) (IP-10 receptor) (CD antigen CD183)","CXCR3 GPR9","P49682","c-x-c chemokine receptor type 3 (cxc-r3) (cxcr-3) (ckr-l2) (g protein-coupled receptor 9) (interferon-inducible protein 10 receptor) (ip-10 receptor) (cd antigen cd183) cxcr3 gpr9 p49682","data/Array_objects_single_proteins/Array_object_P49682.rds"
"G-protein coupled receptor 15 (Brother of Bonzo) (BoB)","GPR15","P49685","g-protein coupled receptor 15 (brother of bonzo) (bob) gpr15 p49685","data/Array_objects_single_proteins/Array_object_P49685.rds"
"Presenilin-1 (PS-1) (EC 3.4.23.-) (Protein S182) [Cleaved into: Presenilin-1 NTF subunit; Presenilin-1 CTF subunit; Presenilin-1 CTF12 (PS1-CTF12)]","PSEN1 AD3 PS1 PSNL1","P49768","presenilin-1 (ps-1) (ec 3.4.23.-) (protein s182) [cleaved into: presenilin-1 ntf subunit; presenilin-1 ctf subunit; presenilin-1 ctf12 (ps1-ctf12)] psen1 ad3 ps1 psnl1 p49768","data/Array_objects_single_proteins/Array_object_P49768.rds"
"Fms-related tyrosine kinase 3 ligand (Flt3 ligand) (Flt3L) (SL cytokine)","FLT3LG","P49771","fms-related tyrosine kinase 3 ligand (flt3 ligand) (flt3l) (sl cytokine) flt3lg p49771","data/Array_objects_single_proteins/Array_object_P49771.rds"
"Retinoic acid receptor responder protein 1 (Phorbol ester-induced gene 1 protein) (PERG-1) (RAR-responsive protein TIG1) (Tazarotene-induced gene 1 protein)","RARRES1 PEIG1 TIG1","P49788","retinoic acid receptor responder protein 1 (phorbol ester-induced gene 1 protein) (perg-1) (rar-responsive protein tig1) (tazarotene-induced gene 1 protein) rarres1 peig1 tig1 p49788","data/Array_objects_single_proteins/Array_object_P49788.rds"
"Presenilin-2 (PS-2) (EC 3.4.23.-) (AD3LP) (AD5) (E5-1) (STM-2) [Cleaved into: Presenilin-2 NTF subunit; Presenilin-2 CTF subunit]","PSEN2 AD4 PS2 PSNL2 STM2","P49810","presenilin-2 (ps-2) (ec 3.4.23.-) (ad3lp) (ad5) (e5-1) (stm-2) [cleaved into: presenilin-2 ntf subunit; presenilin-2 ctf subunit] psen2 ad4 ps2 psnl2 stm2 p49810","data/Array_objects_single_proteins/Array_object_P49810.rds"
"Ectonucleoside triphosphate diphosphohydrolase 1 (NTPDase 1) (EC 3.6.1.5) (Ecto-ATP diphosphohydrolase 1) (Ecto-ATPDase 1) (Ecto-ATPase 1) (Ecto-apyrase) (Lymphoid cell activation antigen) (CD antigen CD39)","ENTPD1 CD39","P49961","ectonucleoside triphosphate diphosphohydrolase 1 (ntpdase 1) (ec 3.6.1.5) (ecto-atp diphosphohydrolase 1) (ecto-atpdase 1) (ecto-atpase 1) (ecto-apyrase) (lymphoid cell activation antigen) (cd antigen cd39) entpd1 cd39 p49961","data/Array_objects_single_proteins/Array_object_P49961.rds"
"Type-2 angiotensin II receptor (Angiotensin II type-2 receptor) (AT2)","AGTR2","P50052","type-2 angiotensin ii receptor (angiotensin ii type-2 receptor) (at2) agtr2 p50052","data/Array_objects_single_proteins/Array_object_P50052.rds"
"Matrix metalloproteinase-14 (MMP-14) (EC 3.4.24.80) (MMP-X1) (Membrane-type matrix metalloproteinase 1) (MT-MMP 1) (MTMMP1) (Membrane-type-1 matrix metalloproteinase) (MT1-MMP) (MT1MMP)","MMP14","P50281","matrix metalloproteinase-14 (mmp-14) (ec 3.4.24.80) (mmp-x1) (membrane-type matrix metalloproteinase 1) (mt-mmp 1) (mtmmp1) (membrane-type-1 matrix metalloproteinase) (mt1-mmp) (mt1mmp) mmp14 p50281","data/Array_objects_single_proteins/Array_object_P50281.rds"
"Neuropeptide Y receptor type 4 (NPY4-R) (Pancreatic polypeptide receptor 1) (PP1)","NPY4R PPYR1","P50391","neuropeptide y receptor type 4 (npy4-r) (pancreatic polypeptide receptor 1) (pp1) npy4r ppyr1 p50391","data/Array_objects_single_proteins/Array_object_P50391.rds"
"Emerin","EMD EDMD STA","P50402","emerin emd edmd sta p50402","data/Array_objects_single_proteins/Array_object_P50402.rds"
"5-hydroxytryptamine receptor 6 (5-HT-6) (5-HT6) (Serotonin receptor 6)","HTR6","P50406","5-hydroxytryptamine receptor 6 (5-ht-6) (5-ht6) (serotonin receptor 6) htr6 p50406","data/Array_objects_single_proteins/Array_object_P50406.rds"
"Carnitine O-palmitoyltransferase 1, liver isoform (CPT1-L) (EC 2.3.1.21) (Carnitine O-palmitoyltransferase I, liver isoform) (CPT I) (CPTI-L) (Carnitine palmitoyltransferase 1A)","CPT1A CPT1","P50416","carnitine o-palmitoyltransferase 1, liver isoform (cpt1-l) (ec 2.3.1.21) (carnitine o-palmitoyltransferase i, liver isoform) (cpt i) (cpti-l) (carnitine palmitoyltransferase 1a) cpt1a cpt1 p50416","data/Array_objects_single_proteins/Array_object_P50416.rds"
"Sulfate transporter (Diastrophic dysplasia protein) (Solute carrier family 26 member 2)","SLC26A2 DTD DTDST","P50443","sulfate transporter (diastrophic dysplasia protein) (solute carrier family 26 member 2) slc26a2 dtd dtdst p50443","data/Array_objects_single_proteins/Array_object_P50443.rds"
"Tumor necrosis factor ligand superfamily member 10 (Apo-2 ligand) (Apo-2L) (TNF-related apoptosis-inducing ligand) (Protein TRAIL) (CD antigen CD253)","TNFSF10 APO2L TRAIL","P50591","tumor necrosis factor ligand superfamily member 10 (apo-2 ligand) (apo-2l) (tnf-related apoptosis-inducing ligand) (protein trail) (cd antigen cd253) tnfsf10 apo2l trail p50591","data/Array_objects_single_proteins/Array_object_P50591.rds"
"E3 ubiquitin-protein ligase RNF144A (EC 2.3.2.31) (RING finger protein 144A) (UbcM4-interacting protein 4) (Ubiquitin-conjugating enzyme 7-interacting protein 4)","RNF144A KIAA0161 RNF144 UBCE7IP4","P50876","e3 ubiquitin-protein ligase rnf144a (ec 2.3.2.31) (ring finger protein 144a) (ubcm4-interacting protein 4) (ubiquitin-conjugating enzyme 7-interacting protein 4) rnf144a kiaa0161 rnf144 ubce7ip4 p50876","data/Array_objects_single_proteins/Array_object_P50876.rds"
"Basal cell adhesion molecule (Auberger B antigen) (B-CAM cell surface glycoprotein) (F8/G253 antigen) (Lutheran antigen) (Lutheran blood group glycoprotein) (CD antigen CD239)","BCAM LU MSK19","P50895","basal cell adhesion molecule (auberger b antigen) (b-cam cell surface glycoprotein) (f8/g253 antigen) (lutheran antigen) (lutheran blood group glycoprotein) (cd antigen cd239) bcam lu msk19 p50895","data/Array_objects_single_proteins/Array_object_P50895.rds"
"Sodium/potassium-transporting ATPase subunit alpha-2 (Na(+)/K(+) ATPase alpha-2 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-2)","ATP1A2 KIAA0778","P50993","sodium/potassium-transporting atpase subunit alpha-2 (na(+)/k(+) atpase alpha-2 subunit) (ec 7.2.2.13) (sodium pump subunit alpha-2) atp1a2 kiaa0778 p50993","data/Array_objects_single_proteins/Array_object_P50993.rds"
"Potassium-transporting ATPase subunit beta (Gastric H(+)/K(+) ATPase subunit beta) (Proton pump beta chain)","ATP4B","P51164","potassium-transporting atpase subunit beta (gastric h(+)/k(+) atpase subunit beta) (proton pump beta chain) atp4b p51164","data/Array_objects_single_proteins/Array_object_P51164.rds"
"Amiloride-sensitive sodium channel subunit beta (Beta-NaCH) (Epithelial Na(+) channel subunit beta) (Beta-ENaC) (ENaCB) (Nonvoltage-gated sodium channel 1 subunit beta) (SCNEB)","SCNN1B","P51168","amiloride-sensitive sodium channel subunit beta (beta-nach) (epithelial na(+) channel subunit beta) (beta-enac) (enacb) (nonvoltage-gated sodium channel 1 subunit beta) (scneb) scnn1b p51168","data/Array_objects_single_proteins/Array_object_P51168.rds"
"Amiloride-sensitive sodium channel subunit gamma (Epithelial Na(+) channel subunit gamma) (ENaCG) (Gamma-ENaC) (Gamma-NaCH) (Nonvoltage-gated sodium channel 1 subunit gamma) (SCNEG)","SCNN1G","P51170","amiloride-sensitive sodium channel subunit gamma (epithelial na(+) channel subunit gamma) (enacg) (gamma-enac) (gamma-nach) (nonvoltage-gated sodium channel 1 subunit gamma) (scneg) scnn1g p51170","data/Array_objects_single_proteins/Array_object_P51170.rds"
"Amiloride-sensitive sodium channel subunit delta (Delta-NaCH) (Epithelial Na(+) channel subunit delta) (Delta-ENaC) (ENaCD) (Nonvoltage-gated sodium channel 1 subunit delta) (SCNED)","SCNN1D DNACH","P51172","amiloride-sensitive sodium channel subunit delta (delta-nach) (epithelial na(+) channel subunit delta) (delta-enac) (enacd) (nonvoltage-gated sodium channel 1 subunit delta) (scned) scnn1d dnach p51172","data/Array_objects_single_proteins/Array_object_P51172.rds"
"Matrix metalloproteinase-15 (MMP-15) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 2) (MT-MMP 2) (MTMMP2) (Membrane-type-2 matrix metalloproteinase) (MT2-MMP) (MT2MMP) (SMCP-2)","MMP15","P51511","matrix metalloproteinase-15 (mmp-15) (ec 3.4.24.-) (membrane-type matrix metalloproteinase 2) (mt-mmp 2) (mtmmp2) (membrane-type-2 matrix metalloproteinase) (mt2-mmp) (mt2mmp) (smcp-2) mmp15 p51511","data/Array_objects_single_proteins/Array_object_P51511.rds"
"Matrix metalloproteinase-16 (MMP-16) (EC 3.4.24.-) (MMP-X2) (Membrane-type matrix metalloproteinase 3) (MT-MMP 3) (MTMMP3) (Membrane-type-3 matrix metalloproteinase) (MT3-MMP) (MT3MMP)","MMP16 C8orf57 MMPX2","P51512","matrix metalloproteinase-16 (mmp-16) (ec 3.4.24.-) (mmp-x2) (membrane-type matrix metalloproteinase 3) (mt-mmp 3) (mtmmp3) (membrane-type-3 matrix metalloproteinase) (mt3-mmp) (mt3mmp) mmp16 c8orf57 mmpx2 p51512","data/Array_objects_single_proteins/Array_object_P51512.rds"
"B-cell receptor-associated protein 31 (BCR-associated protein 31) (Bap31) (6C6-AG tumor-associated antigen) (Protein CDM) (p28)","BCAP31 BAP31 DXS1357E","P51572","b-cell receptor-associated protein 31 (bcr-associated protein 31) (bap31) (6c6-ag tumor-associated antigen) (protein cdm) (p28) bcap31 bap31 dxs1357e p51572","data/Array_objects_single_proteins/Array_object_P51572.rds"
"P2X purinoceptor 1 (P2X1) (ATP receptor) (Purinergic receptor)","P2RX1 P2X1","P51575","p2x purinoceptor 1 (p2x1) (atp receptor) (purinergic receptor) p2rx1 p2x1 p51575","data/Array_objects_single_proteins/Array_object_P51575.rds"
"P2Y purinoceptor 4 (P2Y4) (P2P) (Uridine nucleotide receptor) (UNR)","P2RY4 NRU","P51582","p2y purinoceptor 4 (p2y4) (p2p) (uridine nucleotide receptor) (unr) p2ry4 nru p51582","data/Array_objects_single_proteins/Array_object_P51582.rds"
"Aldehyde dehydrogenase family 3 member A2 (EC 1.2.1.3) (EC 1.2.1.94) (Aldehyde dehydrogenase 10) (Fatty aldehyde dehydrogenase) (Microsomal aldehyde dehydrogenase)","ALDH3A2 ALDH10 FALDH","P51648","aldehyde dehydrogenase family 3 member a2 (ec 1.2.1.3) (ec 1.2.1.94) (aldehyde dehydrogenase 10) (fatty aldehyde dehydrogenase) (microsomal aldehyde dehydrogenase) aldh3a2 aldh10 faldh p51648","data/Array_objects_single_proteins/Array_object_P51648.rds"
"Neuronal membrane glycoprotein M6-a (M6a)","GPM6A M6A","P51674","neuronal membrane glycoprotein m6-a (m6a) gpm6a m6a p51674","data/Array_objects_single_proteins/Array_object_P51674.rds"
"C-C chemokine receptor type 3 (C C CKR3) (C-C CKR-3) (CC-CKR-3) (CCR-3) (CCR3) (CKR 3) (CKR3) (Eosinophil eotaxin receptor) (CD antigen CD193)","CCR3 CMKBR3","P51677","c-c chemokine receptor type 3 (c c ckr3) (c-c ckr-3) (cc-ckr-3) (ccr-3) (ccr3) (ckr 3) (ckr3) (eosinophil eotaxin receptor) (cd antigen cd193) ccr3 cmkbr3 p51677","data/Array_objects_single_proteins/Array_object_P51677.rds"
"C-C chemokine receptor type 4 (C-C CKR-4) (CC-CKR-4) (CCR-4) (CCR4) (K5-5) (CD antigen CD194)","CCR4 CMKBR4","P51679","c-c chemokine receptor type 4 (c-c ckr-4) (cc-ckr-4) (ccr-4) (ccr4) (k5-5) (cd antigen cd194) ccr4 cmkbr4 p51679","data/Array_objects_single_proteins/Array_object_P51679.rds"
